"","Возраст","Пол","Напиток"
"3435",35,2,"Пиво"
"3436",66.5,1,"Пиво"
"3437",66.5,1,"Вино"
"3438",34,1,"Пиво"
"3439",31.5,2,"Пиво"
"3440",44.5,2,"Пиво"
"3441",37.5,1,"Пиво"
"3442",37.5,1,"Водка"
"3443",41,2,"Мартини или вермут"
"3444",46.5,2,"Мартини или вермут"
"3445",61.5,2,"Водка"
"3446",55,2,"Водка"
"3447",55,2,"Пиво"
"3448",38.5,1,"Пиво"
"3449",38.5,1,"Водка"
"3450",45,1,"Пиво"
"3451",45,1,"Водка"
"3452",45,1,"Самогон"
"3453",41.5,1,"Пиво"
"3454",70.5,2,"Пиво"
"3455",70.5,2,"Коньяк или виски"
"3456",70.5,2,"Самогон"
"3457",65,2,"Коньяк или виски"
"3458",73,1,"Коньяк или виски"
"3459",73,1,"Водка"
"3460",70,1,"Пиво"
"3461",70,1,"Водка"
"3462",58,1,"Пиво"
"3463",58,1,"Водка"
"3464",23.5,2,"Пиво"
"3465",23.5,1,"Пиво"
"3466",30,2,"Пиво"
"3467",30,2,"Мартини или вермут"
"3468",31,1,"Водка"
"3469",31,1,"Самогон"
"3470",52,2,"Коньяк или виски"
"3471",67,1,"Пиво"
"3472",67,1,"Самогон"
"3473",43,1,"Пиво"
"3474",66,2,"Водка"
"3475",62.5,1,"Пиво"
"3476",62.5,1,"Водка"
"3477",62.5,1,"Мартини или вермут"
"3478",60,1,"Пиво"
"3479",60,1,"Водка"
"3480",61.5,1,"Водка"
"3481",62,2,"Вино"
"3482",36.5,1,"Пиво"
"3483",40.5,1,"Пиво"
"3484",64.5,1,"Коньяк или виски"
"3485",64.5,1,"Водка"
"3486",50,1,"Водка"
"3487",29.5,2,"Пиво"
"3488",33,1,"Пиво"
"3489",43,1,"Пиво"
"3490",43,1,"Коньяк или виски"
"3491",71.5,1,"Пиво"
"3492",33.5,1,"Пиво"
"3493",48.5,1,"Водка"
"3494",43.5,2,"Пиво"
"3495",27,2,"Вино"
"3496",29,1,"Пиво"
"3497",29,1,"Коньяк или виски"
"3498",29,1,"Вино"
"3499",36,2,"Коктейли"
"3500",36,2,"Мартини или вермут"
"3501",37.5,1,"Коктейли"
"3502",37.5,1,"Коньяк или виски"
"3503",47,1,"Коктейли"
"3504",47,1,"Пиво"
"3505",47,1,"Водка"
"3506",45,2,"Пиво"
"3507",53.5,2,"Коньяк или виски"
"3508",28,2,"Мартини или вермут"
"3509",42,1,"Пиво"
"3510",39,1,"Пиво"
"3511",39,1,"Водка"
"3512",30.5,2,"Коктейли"
"3513",30.5,2,"Пиво"
"3514",30.5,2,"Коньяк или виски"
"3515",55.5,1,"Пиво"
"3516",55.5,1,"Водка"
"3517",46.5,1,"Пиво"
"3518",25.5,2,"Пиво"
"3519",25.5,2,"Коньяк или виски"
"3520",34,2,"Пиво"
"3521",34.5,1,"Пиво"
"3522",63,2,"Коньяк или виски"
"3523",38.5,1,"Пиво"
"3524",35,1,"Пиво"
"3525",35,1,"Коньяк или виски"
"3526",35,1,"Водка"
"3527",43.5,1,"Пиво"
"3528",43.5,1,"Водка"
"3529",37,2,"Коктейли"
"3530",54,2,"Пиво"
"3531",52.5,2,"Мартини или вермут"
"3532",38,1,"Пиво"
"3533",38,1,"Водка"
"3534",61.5,1,"Водка"
"3535",62,1,"Водка"
"3536",52,1,"Пиво"
"3537",52,1,"Водка"
"3538",40,1,"Мартини или вермут"
"3539",47.5,1,"Пиво"
"3540",47.5,1,"Самогон"
"3541",46,2,"Самогон"
"3542",51,1,"Самогон"
"3543",31,1,"Пиво"
"3544",66.5,2,"Коньяк или виски"
"3545",66.5,2,"Мартини или вермут"
"3546",49.5,2,"Пиво"
"3547",49.5,2,"Мартини или вермут"
"3548",66,1,"Пиво"
"3549",66,1,"Коньяк или виски"
"3550",66,1,"Водка"
"3551",23.5,1,"Коньяк или виски"
"3552",58,2,"Коньяк или виски"
"3553",31,1,"Пиво"
"3554",28.5,1,"Водка"
"3555",39.5,2,"Пиво"
"3556",46,1,"Пиво"
"3557",46,1,"Водка"
"3558",39.5,1,"Водка"
"3559",71.5,2,"Пиво"
"3560",71.5,2,"Мартини или вермут"
"3561",84,2,"Вино"
"3562",84,2,"Мартини или вермут"
"3563",39,1,"Пиво"
"3564",39,1,"Мартини или вермут"
"3565",71,2,"Вино"
"3566",66.5,2,"Коньяк или виски"
"3567",50,1,"Пиво"
"3568",50,1,"Водка"
"3569",31.5,2,"Пиво"
"3570",70.5,1,"Водка"
"3571",70.5,1,"Самогон"
"3572",33.5,1,"Водка"
"3573",33.5,1,"Самогон"
"3574",58,2,"Пиво"
"3575",53,1,"Водка"
"3576",57,2,"Пиво"
"3577",32,1,"Пиво"
"3578",32,1,"Водка"
"3579",72.5,2,"Водка"
"3580",31,1,"Коктейли"
"3581",31,1,"Пиво"
"3582",31,1,"Коньяк или виски"
"3583",69,1,"Водка"
"3584",49,2,"Пиво"
"3585",49,2,"Мартини или вермут"
"3586",24,1,"Коктейли"
"3587",24,1,"Пиво"
"3588",59,1,"Пиво"
"3589",59,1,"Водка"
"3590",41,2,"Пиво"
"3591",41,2,"Коньяк или виски"
"3592",41,2,"Мартини или вермут"
"3593",47.5,2,"Пиво"
"3594",47.5,2,"Мартини или вермут"
"3595",52.5,1,"Пиво"
"3596",23.5,2,"Коктейли"
"3597",23.5,2,"Пиво"
"3598",23.5,2,"Мартини или вермут"
"3599",39,1,"Пиво"
"3600",39,1,"Коньяк или виски"
"3601",39,1,"Самогон"
"3602",39,1,"Мартини или вермут"
"3603",53,2,"Пиво"
"3604",42,1,"Пиво"
"3605",42,1,"Водка"
"3606",42,1,"Самогон"
"3607",35.5,1,"Пиво"
"3608",35.5,1,"Водка"
"3609",43.5,1,"Пиво"
"3610",43.5,1,"Водка"
"3611",43.5,1,"Самогон"
"3612",38,2,"Пиво"
"3613",38,2,"Коньяк или виски"
"3614",37.5,1,"Пиво"
"3615",34.5,2,"Пиво"
"3616",43,1,"Пиво"
"3617",43,1,"Самогон"
"3618",42,2,"Пиво"
"3619",25,2,"Пиво"
"3620",25,2,"Водка"
"3621",38,1,"Пиво"
"3622",38,1,"Водка"
"3623",36.5,2,"Пиво"
"3624",36.5,2,"Коньяк или виски"
"3625",39,1,"Пиво"
"3626",39,1,"Коньяк или виски"
"3627",39,1,"Водка"
"3628",43,2,"Коктейли"
"3629",43,2,"Пиво"
"3630",58.5,2,"Пиво"
"3631",33,1,"Пиво"
"3632",20.5,2,"Пиво"
"3633",20.5,2,"Мартини или вермут"
"3634",24,1,"Пиво"
"3635",24,1,"Водка"
"3636",43.5,2,"Пиво"
"3637",35,2,"Пиво"
"3638",35,1,"Пиво"
"3639",21.5,1,"Пиво"
"3640",38,1,"Пиво"
"3641",33,1,"Пиво"
"3642",48.5,2,"Пиво"
"3643",49.5,1,"Пиво"
"3644",49.5,1,"Водка"
"3645",63,2,"Коньяк или виски"
"3646",28.5,2,"Коктейли"
"3647",28.5,2,"Пиво"
"3648",62.5,2,"Самогон"
"3649",50.5,2,"Пиво"
"3650",30.5,1,"Пиво"
"3651",66.5,1,"Пиво"
"3652",66.5,1,"Водка"
"3653",60.5,2,"Коньяк или виски"
"3654",60.5,2,"Водка"
"3655",30,1,"Пиво"
"3656",30,1,"Коньяк или виски"
"3657",46,1,"Пиво"
"3658",46,1,"Водка"
"3659",62.5,1,"Вино"
"3660",91,2,"Вино"
"3661",27.5,2,"Пиво"
"3662",29,1,"Пиво"
"3663",29,1,"Коньяк или виски"
"3664",49,2,"Пиво"
"3665",49,2,"Водка"
"3666",26,2,"Коктейли"
"3667",26,2,"Пиво"
"3668",31,1,"Пиво"
"3669",26,2,"Вино"
"3670",35,1,"Пиво"
"3671",46,1,"Пиво"
"3672",46,1,"Водка"
"3673",23.5,1,"Пиво"
"3674",23.5,1,"Коньяк или виски"
"3675",40,2,"Пиво"
"3676",60.5,2,"Пиво"
"3677",44.5,1,"Пиво"
"3678",31.5,2,"Мартини или вермут"
"3679",31.5,1,"Пиво"
"3680",31.5,1,"Самогон"
"3681",27,1,"Коктейли"
"3682",27,1,"Пиво"
"3683",27,1,"Коньяк или виски"
"3684",54.5,2,"Вино"
"3685",54.5,2,"Мартини или вермут"
"3686",26.5,2,"Коктейли"
"3687",37.5,1,"Водка"
"3688",53.5,2,"Пиво"
"3689",53.5,2,"Самогон"
"3690",35,1,"Пиво"
"3691",35,1,"Водка"
"3692",45,1,"Водка"
"3693",28.5,1,"Вино"
"3694",28.5,2,"Коктейли"
"3695",28.5,2,"Пиво"
"3696",28.5,2,"Вино"
"3697",45,1,"Водка"
"3698",63,2,"Пиво"
"3699",23.5,1,"Пиво"
"3700",49.5,2,"Мартини или вермут"
"3701",27,2,"Мартини или вермут"
"3702",20.5,2,"Пиво"
"3703",21,2,"Пиво"
"3704",52,1,"Коньяк или виски"
"3705",29.5,1,"Коктейли"
"3706",29.5,1,"Пиво"
"3707",29.5,1,"Водка"
"3708",44.5,1,"Пиво"
"3709",44.5,1,"Самогон"
"3710",19,1,"Самогон"
"3711",38.5,2,"Пиво"
"3712",38.5,2,"Водка"
"3713",46,2,"Пиво"
"3714",62.5,2,"Пиво"
"3715",79.5,1,"Водка"
"3716",39.5,2,"Пиво"
"3717",39.5,2,"Коньяк или виски"
"3718",39.5,2,"Вино"
"3719",38,2,"Пиво"
"3720",39.5,1,"Пиво"
"3721",37,2,"Пиво"
"3722",32.5,1,"Водка"
"3723",32,2,"Водка"
"3724",47,1,"Пиво"
"3725",78.5,2,"Коньяк или виски"
"3726",59,2,"Вино"
"3727",23.5,2,"Пиво"
"3728",43.5,2,"Пиво"
"3729",42.5,2,"Пиво"
"3730",64.5,2,"Коньяк или виски"
"3731",45,2,"Мартини или вермут"
"3732",53.5,1,"Пиво"
"3733",53.5,1,"Коньяк или виски"
"3734",68,2,"Мартини или вермут"
"3735",41,2,"Пиво"
"3736",41,2,"Коньяк или виски"
"3737",41,2,"Мартини или вермут"
"3738",59.5,1,"Коньяк или виски"
"3739",39.5,2,"Коктейли"
"3740",39.5,2,"Коньяк или виски"
"3741",42.5,1,"Пиво"
"3742",42.5,1,"Водка"
"3743",54,1,"Коньяк или виски"
"3744",54,1,"Мартини или вермут"
"3745",29.5,2,"Коньяк или виски"
"3746",71,2,"Пиво"
"3747",71,2,"Водка"
"3748",56,2,"Мартини или вермут"
"3749",48,2,"Вино"
"3750",64.5,2,"Коньяк или виски"
"3751",64.5,2,"Вино"
"3752",64.5,2,"Мартини или вермут"
"3753",19,2,"Пиво"
"3754",32,2,"Пиво"
"3755",32,2,"Коньяк или виски"
"3756",41.5,1,"Пиво"
"3757",41.5,1,"Коньяк или виски"
"3758",41.5,1,"Водка"
"3759",71.5,1,"Водка"
"3760",47,1,"Пиво"
"3761",47,1,"Коньяк или виски"
"3762",47,1,"Водка"
"3763",47,1,"Мартини или вермут"
"3764",69.5,1,"Коньяк или виски"
"3765",32.5,1,"Водка"
"3766",60,2,"Водка"
"3767",60,2,"Самогон"
"3768",60,2,"Мартини или вермут"
"3769",43.5,1,"Водка"
"3770",43.5,1,"Самогон"
"3771",43.5,1,"Мартини или вермут"
"3772",49,1,"Пиво"
"3773",31,1,"Пиво"
"3774",34.5,1,"Пиво"
"3775",34.5,1,"Водка"
"3776",40,2,"Водка"
"3777",49.5,1,"Мартини или вермут"
"3778",54.5,1,"Пиво"
"3779",54.5,1,"Самогон"
"3780",45.5,2,"Коктейли"
"3781",45.5,2,"Коньяк или виски"
"3782",52,2,"Самогон"
"3783",52,2,"Вино"
"3784",60.5,2,"Пиво"
"3785",60.5,2,"Водка"
"3786",73.5,1,"Пиво"
"3787",73.5,1,"Водка"
"3788",38,2,"Мартини или вермут"
"3789",43.5,2,"Пиво"
"3790",43.5,2,"Коньяк или виски"
"3791",34.5,1,"Пиво"
"3792",34.5,1,"Водка"
"3793",34.5,1,"Самогон"
"3794",32.5,2,"Коньяк или виски"
"3795",21,1,"Пиво"
"3796",41,2,"Пиво"
"3797",38,1,"Пиво"
"3798",22.5,1,"Пиво"
"3799",28.5,2,"Пиво"
"3800",29.5,2,"Пиво"
"3801",41,1,"Пиво"
"3802",41,1,"Коньяк или виски"
"3803",44.5,1,"Пиво"
"3804",51,2,"Пиво"
"3805",51,2,"Водка"
"3806",27,1,"Пиво"
"3807",27,1,"Водка"
"3808",27,1,"Мартини или вермут"
"3809",58.5,2,"Коньяк или виски"
"3810",21,2,"Пиво"
"3811",21,2,"Пиво"
"3812",54,2,"Коньяк или виски"
"3813",30,1,"Водка"
"3814",32.5,1,"Пиво"
"3815",23,2,"Пиво"
"3816",41.5,2,"Самогон"
"3817",45.5,1,"Самогон"
"3818",51.5,1,"Водка"
"3819",51.5,1,"Самогон"
"3820",40,1,"Самогон"
"3821",38,1,"Пиво"
"3822",67.5,2,"Пиво"
"3823",25,2,"Пиво"
"3824",61,1,"Пиво"
"3825",51.5,1,"Пиво"
"3826",51.5,1,"Водка"
"3827",45,1,"Пиво"
"3828",50,2,"Пиво"
"3829",50,2,"Мартини или вермут"
"3830",30,1,"Пиво"
"3831",61,2,"Водка"
"3832",28,2,"Коктейли"
"3833",48.5,1,"Пиво"
"3834",23,2,"Мартини или вермут"
"3835",34,2,"Коньяк или виски"
"3836",65.5,2,"Водка"
"3837",63,1,"Пиво"
"3838",39,1,"Пиво"
"3839",37.5,1,"Пиво"
"3840",37.5,1,"Водка"
"3841",40.5,1,"Пиво"
"3842",26,1,"Пиво"
"3843",26,1,"Коньяк или виски"
"3844",29.5,1,"Коньяк или виски"
"3845",60,1,"Пиво"
"3846",60,1,"Водка"
"3847",47.5,2,"Пиво"
"3848",47.5,2,"Водка"
"3849",46.5,1,"Пиво"
"3850",46.5,1,"Водка"
"3851",47,2,"Пиво"
"3852",47,2,"Водка"
"3853",42,2,"Пиво"
"3854",53,1,"Коньяк или виски"
"3855",38,2,"Пиво"
"3856",38,2,"Коньяк или виски"
"3857",59.5,2,"Коктейли"
"3858",59.5,2,"Пиво"
"3859",61,1,"Водка"
"3860",61,1,"Самогон"
"3861",28.5,1,"Пиво"
"3862",28.5,1,"Коньяк или виски"
"3863",28,2,"Пиво"
"3864",46,1,"Пиво"
"3865",46,1,"Водка"
"3866",26,1,"Водка"
"3867",26,1,"Водка"
"3868",57.5,2,"Самогон"
"3869",61,1,"Самогон"
"3870",58.5,2,"Самогон"
"3871",39,1,"Водка"
"3872",41,1,"Пиво"
"3873",29.5,1,"Водка"
"3874",22,2,"Пиво"
"3875",25,1,"Пиво"
"3876",41.5,1,"Пиво"
"3877",41.5,1,"Вино"
"3878",38.5,1,"Коктейли"
"3879",38.5,1,"Пиво"
"3880",22.5,1,"Коктейли"
"3881",22.5,1,"Пиво"
"3882",22.5,1,"Мартини или вермут"
"3883",49.5,2,"Пиво"
"3884",21,2,"Пиво"
"3885",56,1,"Коктейли"
"3886",56,1,"Коньяк или виски"
"3887",56,1,"Водка"
"3888",55,1,"Пиво"
"3889",55,1,"Водка"
"3890",51.5,2,"Пиво"
"3891",39.5,1,"Пиво"
"3892",60.5,2,"Самогон"
"3893",53.5,1,"Пиво"
"3894",41,1,"Пиво"
"3895",33,1,"Пиво"
"3896",37,2,"Пиво"
"3897",76,1,"Самогон"
"3898",76,1,"Мартини или вермут"
"3899",61.5,2,"Пиво"
"3900",55.5,1,"Коньяк или виски"
"3901",55.5,1,"Водка"
"3902",52,1,"Водка"
"3903",40,1,"Пиво"
"3904",40,1,"Водка"
"3905",40,1,"Самогон"
"3906",65,2,"Водка"
"3907",63,1,"Пиво"
"3908",33.5,2,"Пиво"
"3909",32.5,2,"Пиво"
"3910",35,2,"Пиво"
"3911",36.5,1,"Пиво"
"3912",36.5,1,"Водка"
"3913",46,2,"Мартини или вермут"
"3914",63,1,"Мартини или вермут"
"3915",45.5,2,"Пиво"
"3916",45.5,2,"Коньяк или виски"
"3917",73.5,1,"Пиво"
"3918",30,1,"Пиво"
"3919",30,1,"Коньяк или виски"
"3920",39,1,"Пиво"
"3921",39,1,"Водка"
"3922",70,2,"Мартини или вермут"
"3923",59.5,1,"Водка"
"3924",45.5,1,"Пиво"
"3925",45.5,1,"Коньяк или виски"
"3926",45.5,1,"Водка"
"3927",33.5,1,"Пиво"
"3928",31.5,1,"Пиво"
"3929",31.5,1,"Коньяк или виски"
"3930",29,2,"Пиво"
"3931",21.5,1,"Коктейли"
"3932",21.5,1,"Пиво"
"3933",21.5,1,"Коньяк или виски"
"3934",44,2,"Водка"
"3935",46.5,1,"Коктейли"
"3936",46.5,1,"Пиво"
"3937",46.5,1,"Коньяк или виски"
"3938",41,1,"Пиво"
"3939",41,1,"Водка"
"3940",39.5,1,"Коньяк или виски"
"3941",64.5,2,"Самогон"
"3942",34,2,"Пиво"
"3943",68,2,"Самогон"
"3944",59.5,1,"Коньяк или виски"
"3945",59.5,1,"Водка"
"3946",65,2,"Коньяк или виски"
"3947",39,1,"Пиво"
"3948",39.5,1,"Пиво"
"3949",40.5,2,"Коктейли"
"3950",40.5,2,"Пиво"
"3951",60,2,"Водка"
"3952",32.5,1,"Пиво"
"3953",32.5,1,"Водка"
"3954",34,2,"Пиво"
"3955",45.5,2,"Пиво"
"3956",44.5,1,"Пиво"
"3957",63.5,1,"Коньяк или виски"
"3958",65.5,2,"Коньяк или виски"
"3959",44.5,2,"Коктейли"
"3960",44.5,2,"Пиво"
"3961",36,2,"Пиво"
"3962",37,1,"Пиво"
"3963",37,1,"Коньяк или виски"
"3964",37,1,"Водка"
"3965",38.5,1,"Пиво"
"3966",38.5,1,"Коньяк или виски"
"3967",38.5,1,"Водка"
"3968",40,2,"Вино"
"3969",40,2,"Мартини или вермут"
"3970",25,2,"Пиво"
"3971",25,1,"Пиво"
"3972",25,1,"Водка"
"3973",37.5,1,"Пиво"
"3974",37.5,1,"Водка"
"3975",63,1,"Водка"
"3976",26.5,2,"Пиво"
"3977",24,1,"Пиво"
"3978",24,1,"Коньяк или виски"
"3979",24,1,"Пиво"
"3980",20,1,"Пиво"
"3981",20,1,"Коньяк или виски"
"3982",20.5,1,"Пиво"
"3983",67,1,"Пиво"
"3984",67,1,"Водка"
"3985",32.5,1,"Пиво"
"3986",32.5,1,"Мартини или вермут"
"3987",52.5,1,"Пиво"
"3988",52.5,1,"Самогон"
"3989",31,1,"Пиво"
"3990",31,1,"Водка"
"3991",35.5,2,"Пиво"
"3992",42.5,2,"Пиво"
"3993",42,1,"Пиво"
"3994",46.5,1,"Самогон"
"3995",20.5,1,"Пиво"
"3996",62.5,2,"Пиво"
"3997",62.5,2,"Вино"
"3998",53.5,1,"Пиво"
"3999",53.5,1,"Коньяк или виски"
"4000",53.5,1,"Водка"
"4001",25,2,"Пиво"
"4002",34,1,"Пиво"
"4003",19.5,1,"Водка"
"4004",51,2,"Пиво"
"4005",57,1,"Пиво"
"4006",52.5,2,"Пиво"
"4007",36,2,"Коктейли"
"4008",36,2,"Пиво"
"4009",39,1,"Пиво"
"4010",35,1,"Коньяк или виски"
"4011",31,1,"Пиво"
"4012",28,2,"Пиво"
"4013",38.5,2,"Пиво"
"4014",38.5,2,"Мартини или вермут"
"4015",24.5,2,"Мартини или вермут"
"4016",28,1,"Пиво"
"4017",28,1,"Коньяк или виски"
"4018",28,1,"Самогон"
"4019",29.5,2,"Пиво"
"4020",41.5,1,"Пиво"
"4021",35,1,"Пиво"
"4022",35,1,"Водка"
"4023",26.5,1,"Пиво"
"4024",36,1,"Пиво"
"4025",36,1,"Коньяк или виски"
"4026",36,1,"Коньяк или виски"
"4027",32.5,2,"Пиво"
"4028",32.5,2,"Мартини или вермут"
"4029",50.5,1,"Пиво"
"4030",50.5,1,"Водка"
"4031",61.5,2,"Водка"
"4032",42,1,"Пиво"
"4033",42,1,"Водка"
"4034",42,1,"Самогон"
"4035",46.5,1,"Пиво"
"4036",46.5,1,"Водка"
"4037",27.5,1,"Пиво"
"4038",27.5,1,"Водка"
"4039",32,1,"Пиво"
"4040",32,1,"Водка"
"4041",28,1,"Водка"
"4042",63,1,"Коктейли"
"4043",63,1,"Коньяк или виски"
"4044",63,1,"Водка"
"4045",52.5,1,"Пиво"
"4046",35.5,1,"Пиво"
"4047",35.5,1,"Водка"
"4048",52,2,"Коньяк или виски"
"4049",27,1,"Пиво"
"4050",21.5,1,"Пиво"
"4051",21.5,1,"Водка"
"4052",47.5,1,"Пиво"
"4053",47.5,1,"Водка"
"4054",46.5,1,"Пиво"
"4055",46.5,1,"Водка"
"4056",46.5,1,"Самогон"
"4057",37.5,2,"Пиво"
"4058",37.5,2,"Водка"
"4059",37.5,2,"Мартини или вермут"
"4060",47.5,2,"Пиво"
"4061",47.5,2,"Коньяк или виски"
"4062",48.5,1,"Пиво"
"4063",48.5,1,"Водка"
"4064",48.5,1,"Самогон"
"4065",23,1,"Пиво"
"4066",35.5,2,"Водка"
"4067",40,1,"Самогон"
"4068",27,1,"Пиво"
"4069",27,1,"Водка"
"4070",37,2,"Пиво"
"4071",48.5,1,"Пиво"
"4072",48.5,1,"Водка"
"4073",21.5,1,"Пиво"
"4074",32.5,2,"Пиво"
"4075",32.5,2,"Мартини или вермут"
"4076",31,1,"Мартини или вермут"
"4077",34,1,"Пиво"
"4078",57.5,1,"Пиво"
"4079",57.5,1,"Водка"
"4080",29,2,"Пиво"
"4081",43.5,1,"Пиво"
"4082",43.5,1,"Коньяк или виски"
"4083",35.5,2,"Пиво"
"4084",35,1,"Пиво"
"4085",82,2,"Пиво"
"4086",51.5,2,"Пиво"
"4087",51.5,2,"Мартини или вермут"
"4088",55,1,"Пиво"
"4089",55,1,"Мартини или вермут"
"4090",36,1,"Коктейли"
"4091",36,1,"Пиво"
"4092",36,1,"Водка"
"4093",20,2,"Пиво"
"4094",25.5,1,"Коктейли"
"4095",25.5,1,"Пиво"
"4096",25.5,1,"Водка"
"4097",25.5,1,"Мартини или вермут"
"4098",33,2,"Пиво"
"4099",59,2,"Коньяк или виски"
"4100",59,2,"Водка"
"4101",48,1,"Пиво"
"4102",48,1,"Самогон"
"4103",64,1,"Самогон"
"4104",47,2,"Пиво"
"4105",47,2,"Коньяк или виски"
"4106",47,2,"Водка"
"4107",43,2,"Пиво"
"4108",67,1,"Пиво"
"4109",67,1,"Водка"
"4110",65,2,"Мартини или вермут"
"4111",36,1,"Пиво"
"4112",36.5,1,"Пиво"
"4113",40,2,"Пиво"
"4114",40,2,"Самогон"
"4115",40,2,"Мартини или вермут"
"4116",29,2,"Вино"
"4117",23.5,1,"Пиво"
"4118",34,2,"Пиво"
"4119",33.5,1,"Пиво"
"4120",31.5,2,"Мартини или вермут"
"4121",33,2,"Пиво"
"4122",28.5,1,"Коктейли"
"4123",28.5,1,"Пиво"
"4124",28.5,1,"Коньяк или виски"
"4125",26,1,"Пиво"
"4126",26,1,"Коньяк или виски"
"4127",29.5,1,"Пиво"
"4128",32.5,1,"Коктейли"
"4129",42,1,"Пиво"
"4130",59.5,2,"Вино"
"4131",43.5,2,"Пиво"
"4132",47.5,1,"Коньяк или виски"
"4133",40,2,"Пиво"
"4134",40,2,"Коньяк или виски"
"4135",40,2,"Мартини или вермут"
"4136",50,1,"Водка"
"4137",62.5,1,"Коньяк или виски"
"4138",62.5,1,"Водка"
"4139",49.5,2,"Пиво"
"4140",41,1,"Водка"
"4141",39.5,2,"Пиво"
"4142",31,1,"Коктейли"
"4143",31,1,"Пиво"
"4144",31,1,"Коньяк или виски"
"4145",52,2,"Пиво"
"4146",72,2,"Водка"
"4147",76.5,1,"Водка"
"4148",40.5,1,"Пиво"
"4149",40.5,1,"Коньяк или виски"
"4150",40,2,"Коньяк или виски"
"4151",49,2,"Коктейли"
"4152",49,2,"Пиво"
"4153",49,2,"Коньяк или виски"
"4154",18,1,"Коктейли"
"4155",18,1,"Коньяк или виски"
"4156",48,1,"Пиво"
"4157",48,1,"Водка"
"4158",50.5,2,"Коньяк или виски"
"4159",50.5,2,"Водка"
"4160",74.5,2,"Водка"
"4161",52.5,1,"Коньяк или виски"
"4162",52.5,1,"Водка"
"4163",43.5,1,"Пиво"
"4164",43.5,1,"Водка"
"4165",43.5,1,"Самогон"
"4166",25.5,1,"Пиво"
"4167",52,2,"Коньяк или виски"
"4168",50,1,"Пиво"
"4169",30.5,1,"Пиво"
"4170",37,2,"Пиво"
"4171",37,2,"Мартини или вермут"
"4172",50.5,1,"Самогон"
"4173",40,2,"Коньяк или виски"
"4174",40,2,"Водка"
"4175",42.5,1,"Коньяк или виски"
"4176",42.5,1,"Водка"
"4177",22.5,1,"Пиво"
"4178",33.5,1,"Пиво"
"4179",33.5,1,"Мартини или вермут"
"4180",56,2,"Коньяк или виски"
"4181",42,1,"Коньяк или виски"
"4182",66.5,2,"Коньяк или виски"
"4183",46.5,2,"Пиво"
"4184",46.5,2,"Коньяк или виски"
"4185",55,1,"Пиво"
"4186",55,1,"Коньяк или виски"
"4187",39.5,2,"Пиво"
"4188",39.5,2,"Коньяк или виски"
"4189",43.5,2,"Пиво"
"4190",43.5,2,"Мартини или вермут"
"4191",44.5,1,"Пиво"
"4192",40,1,"Коньяк или виски"
"4193",32.5,2,"Пиво"
"4194",51,2,"Коньяк или виски"
"4195",60,2,"Вино"
"4196",36.5,2,"Пиво"
"4197",37,1,"Пиво"
"4198",43,2,"Вино"
"4199",42,1,"Водка"
"4200",22,1,"Коньяк или виски"
"4201",41,1,"Коктейли"
"4202",41,1,"Коньяк или виски"
"4203",41,1,"Водка"
"4204",41,1,"Самогон"
"4205",38.5,1,"Пиво"
"4206",38.5,1,"Водка"
"4207",38.5,1,"Коктейли"
"4208",40.5,2,"Коньяк или виски"
"4209",43,1,"Водка"
"4210",25.5,1,"Коньяк или виски"
"4211",24,2,"Пиво"
"4212",24,2,"Коньяк или виски"
"4213",24,2,"Мартини или вермут"
"4214",40.5,2,"Пиво"
"4215",48,1,"Пиво"
"4216",66.5,2,"Коньяк или виски"
"4217",43.5,1,"Пиво"
"4218",43.5,1,"Водка"
"4219",40,2,"Пиво"
"4220",40,2,"Коньяк или виски"
"4221",21.5,2,"Водка"
"4222",58,1,"Коньяк или виски"
"4223",58,2,"Коньяк или виски"
"4224",41.5,1,"Самогон"
"4225",51.5,2,"Пиво"
"4226",21.5,2,"Коктейли"
"4227",51.5,2,"Вино"
"4228",59,2,"Вино"
"4229",54.5,1,"Пиво"
"4230",54.5,1,"Водка"
"4231",59.5,2,"Пиво"
"4232",59.5,2,"Коньяк или виски"
"4233",59.5,2,"Водка"
"4234",49,2,"Коньяк или виски"
"4235",52.5,2,"Коньяк или виски"
"4236",52.5,2,"Водка"
"4237",50.5,2,"Мартини или вермут"
"4238",58.5,1,"Пиво"
"4239",58.5,1,"Мартини или вермут"
"4240",33.5,1,"Пиво"
"4241",34.5,1,"Пиво"
"4242",34.5,1,"Коньяк или виски"
"4243",66.5,1,"Самогон"
"4244",68,1,"Пиво"
"4245",32,1,"Пиво"
"4246",46.5,2,"Пиво"
"4247",20.5,1,"Пиво"
"4248",48,2,"Пиво"
"4249",51,2,"Пиво"
"4250",57.5,1,"Пиво"
"4251",57.5,1,"Самогон"
"4252",42,2,"Пиво"
"4253",43.5,1,"Коньяк или виски"
"4254",47,1,"Водка"
"4255",40,2,"Пиво"
"4256",52.5,2,"Пиво"
"4257",52.5,2,"Водка"
"4258",62.5,2,"Пиво"
"4259",28,1,"Пиво"
"4260",48,2,"Водка"
"4261",36.5,1,"Пиво"
"4262",57,1,"Водка"
"4263",49,1,"Самогон"
"4264",49.5,2,"Самогон"
"4265",36.5,1,"Водка"
"4266",53.5,1,"Коньяк или виски"
"4267",79.5,1,"Водка"
"4268",79.5,1,"Самогон"
"4269",78,2,"Водка"
"4270",78,2,"Самогон"
"4271",46.5,1,"Пиво"
